age,default,balance,contact,day,month,duration,campaign,pdays,previous,poutcome,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,housing_no,housing_yes,loan_no,loan_yes
35,no,71,unknown,21,may,836,12,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
30,no,940,cellular,8,aug,131,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
25,no,-80,unknown,3,jun,89,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
34,no,0,cellular,29,aug,116,4,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
52,no,1317,unknown,12,jun,58,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
39,no,179,unknown,6,sep,36,1,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
34,no,1007,cellular,21,jul,240,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
34,no,0,cellular,22,aug,132,4,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
30,no,1286,cellular,17,jul,544,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
33,no,804,unknown,8,may,266,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
30,no,4,cellular,4,feb,443,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
51,no,0,cellular,10,jul,324,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
36,no,417,cellular,6,feb,15,10,207,3,failure,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
48,no,1678,cellular,28,jan,263,2,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
37,no,532,unknown,11,jun,199,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
58,no,407,cellular,29,jul,145,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
56,no,659,cellular,2,jun,56,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
34,no,393,cellular,5,may,11,9,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
33,no,661,cellular,18,nov,411,1,173,2,other,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
26,no,0,cellular,29,jul,165,23,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
40,no,838,unknown,12,may,619,3,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
35,no,195,cellular,17,apr,203,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
45,no,68,unknown,7,may,254,1,-1,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
37,no,-242,cellular,13,aug,1149,6,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
35,no,321,unknown,9,may,189,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
43,no,3403,cellular,12,nov,707,2,97,2,success,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
28,no,8,cellular,15,may,196,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
32,no,739,unknown,9,may,171,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
26,no,622,cellular,28,jan,1451,2,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
35,no,152,unknown,2,jun,563,1,-1,0,unknown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
35,no,2,cellular,11,aug,239,4,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
39,no,1439,telephone,28,jul,73,6,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
42,no,1491,cellular,6,may,203,2,334,2,failure,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
32,no,6402,cellular,6,may,158,1,167,1,success,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
30,no,1210,cellular,9,jul,100,4,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26,no,122,cellular,8,jul,160,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
30,no,0,cellular,19,nov,661,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
32,no,62,cellular,14,may,166,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
47,no,3333,cellular,29,jul,114,2,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
33,no,16992,unknown,29,may,58,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
57,no,23,telephone,31,jul,25,8,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
35,no,0,cellular,7,may,121,2,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
53,no,6072,unknown,16,jun,226,4,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
24,no,366,unknown,16,may,234,2,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
54,no,0,cellular,10,jul,88,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
31,no,1343,unknown,21,may,85,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
41,no,2105,cellular,18,nov,134,1,-1,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
44,no,2319,cellular,4,aug,251,3,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
35,no,35,cellular,14,may,152,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
30,no,877,cellular,13,aug,202,1,83,5,failure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
43,no,30,unknown,30,may,379,17,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
51,yes,-2082,cellular,28,jul,123,6,-1,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
60,no,89,cellular,30,apr,156,2,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
43,no,104,unknown,17,jun,332,1,-1,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
31,no,1750,telephone,14,may,90,3,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
56,no,772,telephone,20,nov,291,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
42,no,1048,telephone,6,feb,23,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
52,no,592,cellular,21,jul,122,2,-1,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
40,no,0,cellular,26,jul,105,2,172,1,failure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
36,no,3064,telephone,11,may,1143,4,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
40,no,33,unknown,26,may,70,3,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
46,no,0,cellular,8,may,264,2,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
32,no,1649,cellular,27,may,204,2,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
31,no,287,cellular,19,nov,182,1,-1,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
41,no,0,cellular,17,nov,386,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
58,no,419,unknown,5,jun,295,3,-1,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
36,no,257,cellular,12,may,86,2,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
52,no,118,cellular,28,aug,16,20,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
42,no,251,cellular,20,aug,413,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
32,no,1731,unknown,29,may,323,3,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
62,no,0,cellular,13,oct,78,3,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
31,no,23,cellular,25,aug,121,3,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
41,yes,-386,cellular,20,nov,477,1,-1,0,unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
34,no,5498,cellular,19,nov,265,1,-1,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
44,no,5063,cellular,27,oct,418,2,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
42,no,7041,cellular,28,jul,386,4,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
37,no,654,unknown,19,may,594,2,-1,0,unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
47,no,1890,cellular,8,jul,161,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
32,no,2400,cellular,5,feb,450,3,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
46,no,519,cellular,25,aug,217,6,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
39,no,1190,cellular,8,aug,136,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
28,no,229,unknown,9,may,322,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
26,no,203,cellular,16,nov,104,1,196,1,failure,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
52,no,1818,cellular,17,nov,189,2,111,4,failure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
42,no,1289,cellular,15,jul,250,4,415,2,failure,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
33,no,39,cellular,19,aug,123,5,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
73,no,796,cellular,23,oct,427,1,182,2,failure,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
35,no,57,cellular,8,jul,632,2,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
40,no,1548,cellular,13,apr,101,3,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
51,no,117,cellular,24,aug,467,2,88,4,other,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
37,no,0,cellular,16,apr,640,2,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
39,no,691,cellular,16,apr,517,1,255,1,failure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
28,no,64,unknown,13,may,160,3,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
49,no,0,cellular,12,jun,177,3,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
36,no,957,unknown,21,may,206,1,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
45,no,118,unknown,7,may,208,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
29,no,218,cellular,12,apr,169,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
35,no,724,cellular,14,jul,287,2,415,1,failure,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
35,no,20,cellular,17,jul,505,3,-1,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
30,no,-28,cellular,18,may,284,2,371,1,failure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
46,no,665,cellular,30,jan,89,4,235,2,failure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
25,no,5,cellular,29,sep,138,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
36,no,925,cellular,14,dec,321,3,189,4,success,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
42,no,2519,unknown,15,may,262,4,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
57,no,3927,cellular,13,oct,61,1,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
42,no,401,cellular,24,jul,217,9,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
29,no,581,cellular,14,jul,192,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
36,no,1327,cellular,29,oct,174,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
31,no,3242,unknown,25,jun,292,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
59,no,3163,unknown,29,may,240,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
50,no,32,cellular,4,aug,282,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
47,no,310,telephone,14,aug,128,6,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
46,no,0,telephone,2,feb,161,1,-1,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
26,no,155,cellular,29,jan,291,1,244,4,failure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
31,no,11386,cellular,20,nov,356,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
30,no,1380,unknown,21,may,294,2,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
47,no,2443,unknown,18,jun,422,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
23,no,1129,unknown,28,may,806,1,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
44,no,4232,unknown,16,jun,227,1,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
42,no,5564,cellular,17,nov,560,2,-1,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
32,no,-402,cellular,17,apr,135,1,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
28,no,1323,unknown,3,jun,361,1,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
57,no,1623,cellular,18,jul,246,1,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
38,no,1042,cellular,4,feb,419,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
22,no,2488,cellular,8,nov,449,2,38,10,other,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
54,no,865,cellular,17,nov,71,1,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
32,no,-1053,cellular,21,jul,357,3,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
32,no,1667,cellular,18,nov,164,2,179,3,failure,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
59,no,975,unknown,15,may,263,4,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
45,no,2571,unknown,18,jun,146,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
53,no,732,cellular,27,oct,759,2,-1,0,unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
50,no,769,cellular,28,jul,72,2,363,4,failure,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
34,no,-136,cellular,12,aug,131,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
35,no,3636,cellular,21,nov,808,2,-1,0,unknown,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
30,no,931,cellular,17,jul,1183,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
62,no,565,cellular,4,sep,123,3,-1,0,unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
40,no,271,unknown,29,may,483,2,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
26,no,1153,cellular,4,may,238,3,-1,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
34,no,-73,cellular,11,jul,90,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
50,no,558,cellular,9,jul,464,1,683,6,failure,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
31,no,137,cellular,22,aug,385,9,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
35,no,700,unknown,23,may,240,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
55,no,-966,cellular,14,may,104,1,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
34,no,96,cellular,29,aug,109,2,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
58,no,4007,cellular,30,nov,598,4,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
50,no,567,unknown,16,may,274,8,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
31,no,40,cellular,7,aug,123,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
47,no,136,cellular,23,jul,70,1,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
38,no,917,unknown,23,may,260,1,-1,0,unknown,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
46,no,593,cellular,29,jan,190,3,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
42,no,505,unknown,14,may,521,2,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
34,no,2542,cellular,14,may,228,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
37,no,5355,telephone,17,feb,466,4,-1,0,unknown,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
38,no,807,cellular,27,feb,74,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
59,no,9976,unknown,29,may,57,2,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
32,no,0,cellular,30,jan,119,3,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
55,no,540,cellular,19,nov,124,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
35,no,280,cellular,31,jul,65,50,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
56,no,-59,cellular,28,jul,127,6,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
27,yes,-517,cellular,14,jul,172,3,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
42,no,2613,cellular,30,jul,174,6,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
42,no,-7,telephone,31,jul,41,6,-1,0,unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
41,no,0,unknown,30,may,232,3,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
53,yes,-200,unknown,6,jun,161,1,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
67,no,2301,cellular,16,apr,124,1,-1,0,unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
53,no,104,unknown,5,jun,701,1,-1,0,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
33,no,191,unknown,9,may,162,2,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
31,no,694,unknown,6,jun,431,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
31,no,212,cellular,18,jul,191,3,-1,0,unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
30,no,1882,cellular,11,aug,249,5,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
48,no,131,unknown,6,may,189,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
30,no,175,cellular,25,aug,167,4,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
43,yes,0,cellular,29,aug,73,4,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
38,no,4425,unknown,30,may,162,1,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
46,no,3533,cellular,12,aug,235,2,-1,0,unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
59,no,3573,cellular,15,may,44,1,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
44,no,476,unknown,26,may,127,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
35,no,1257,cellular,20,apr,93,3,329,7,failure,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
55,no,23,cellular,30,jan,143,1,2,3,other,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
39,no,0,cellular,16,apr,81,2,-1,0,unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
36,no,398,unknown,17,jun,77,2,-1,0,unknown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
33,no,745,unknown,23,may,115,4,-1,0,unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
